system:index,countyears,cropland_mode,first,longitude,system:indexviejuno,.geo
2015_1762,6.0,24.0,61,-99.32586756557559,63221.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3258676,37.4137985]}"
2015_1863,8.0,24.0,24,-99.29298922617681,66774.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2929892,37.3466944]}"
2015_1920,7.0,24.0,24,-99.2981096232963,69260.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2981096,37.5657935]}"
2015_1536,6.0,24.0,1,-99.38650384725365,55176.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3865038,37.7714178]}"
2015_1278,5.0,24.0,24,-99.32505908181987,45957.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3250591,37.840139]}"
2015_463,9.0,24.0,24,-99.31239283631379,16602.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3123928,37.7964808]}"
2015_950,5.0,24.0,24,-99.31239283631379,34162.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3123928,37.8258557]}"
2015_46,7.0,24.0,24,-99.19704915383285,1618.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1970492,37.9549436]}"
2015_606,5.0,24.0,4,-99.22238164484502,21548.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2223816,38.2403384]}"
2015_1115,5.0,24.0,24,-99.26199734887469,39378.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2619973,38.260281]}"
2015_450,6.0,24.0,4,-99.25175655463573,16202.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2517566,38.2449198]}"
2015_1249,5.0,24.0,24,-99.39081576061743,45012.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3908158,38.2527352]}"
2015_427,5.0,24.0,61,-99.49025926256945,15150.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4902593,38.0169274]}"
2015_643,5.0,24.0,61,-99.6115318259256,22859.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6115318,37.9420079]}"
2015_200,5.0,24.0,61,-99.66920366716607,6529.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6692037,37.9756947]}"
2015_1304,5.0,24.0,24,-99.61341828802225,46857.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6134183,38.0207003]}"
2015_1284,5.0,24.0,24,-99.71393976831521,46060.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7139398,38.1142149]}"
2015_539,5.0,24.0,24,-99.75139951566301,19114.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7513995,38.2074601]}"
2015_742,5.0,24.0,24,-99.72418056255418,26565.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7241806,38.0463023]}"
2015_1164,7.0,24.0,24,-99.89234518374136,41361.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.8923452,37.963298]}"
2015_1568,5.0,24.0,24,-99.7325348946965,56252.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7325349,37.8269337]}"
2015_89,6.0,24.0,24,-99.57568904608922,2902.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.575689,37.787857]}"
2015_485,6.0,24.0,61,-99.66408327004659,17173.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6640833,37.636401]}"
2015_588,5.0,24.0,24,-99.72175511128707,20991.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7217551,37.6285857]}"
2015_88,5.0,24.0,24,-99.78751179008461,2881.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7875118,37.6978458]}"
2015_420,7.0,24.0,36,-99.94624410078853,14958.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9462441,37.7258733]}"
2015_860,9.0,24.0,24,-100.08422532842928,31268.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.0842253,37.7673754]}"
2015_210,5.0,24.0,61,-100.13515980503887,7149.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.1351598,37.7940554]}"
2015_401,5.0,24.0,24,-100.11710366782806,14370.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.1171037,37.8317846]}"
2015_1570,5.0,24.0,24,-100.06482171829231,56291.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.0648217,37.8738258]}"
2015_334,7.0,24.0,205,-99.93411684445292,11732.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9341168,37.7458159]}"
2015_1589,7.0,24.0,61,-99.9858598048182,56722.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9858598,37.8201964]}"
2015_294,5.0,24.0,24,-100.01200077958607,10439.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.0120008,37.963837]}"
2015_1621,5.0,24.0,24,-100.05673688073523,57714.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.0567369,38.0039917]}"
2015_1612,5.0,24.0,24,-99.93519482279386,57431.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9351948,37.9813541]}"
2015_1328,7.0,24.0,24,-100.20846233222302,47556.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.2084623,38.0171969]}"
2015_454,6.0,24.0,24,-100.10147298188438,16466.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.101473,38.035253]}"
2015_136,5.0,24.0,4,-100.28338182691859,4663.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.2833818,38.0360615]}"
2015_1002,6.0,24.0,24,-100.30628886666364,35711.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.3062889,38.0622025]}"
2015_1221,9.0,24.0,24,-100.48280781999311,43884.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.4828078,37.9188314]}"
2015_1253,6.0,24.0,61,-100.54937298254637,45191.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.549373,37.7083561]}"
2015_80,6.0,24.0,61,-100.5345507803584,2652.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.5345508,37.71159]}"
2015_1591,5.0,24.0,4,-100.48981467920925,56777.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.4898147,37.612955]}"
2015_325,5.0,24.0,61,-100.53616774786981,11490.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.5361677,37.3208229]}"
2015_533,5.0,24.0,24,-100.56338670097864,18977.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.5633867,37.2599171]}"
2015_405,5.0,24.0,24,-100.48819771169784,14501.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.4881977,37.2103301]}"
2015_11,5.0,24.0,24,-100.37932189926255,418.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.3793219,37.3477723]}"
2015_733,5.0,24.0,24,-100.41327821700227,26268.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.4132782,37.3736438]}"
2015_1226,5.0,24.0,24,-99.98208688062489,44163.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9820869,37.5256388]}"
2015_1206,5.0,24.0,36,-99.97319355931211,43381.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9731936,36.8947519]}"
2015_144,9.0,24.0,24,-100.05943182658758,4917.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.0594318,36.9289778]}"
2015_105,10.0,24.0,24,-100.56338670097864,3631.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.5633867,36.9324812]}"
2015_1882,6.0,24.0,24,-100.48011287414076,68025.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.4801129,36.9535018]}"
2015_668,8.0,24.0,24,-100.26343922761113,23752.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.2634392,36.7265873]}"
2015_1491,5.0,24.0,61,-100.55691883093299,53661.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.5569188,36.5282393]}"
2015_1100,6.0,24.0,24,-100.61432117758822,38950.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.6143212,36.4977864]}"
2015_1970,5.0,24.0,24,-100.47445348785081,71236.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.4744535,36.4460435]}"
2015_1447,7.0,24.0,24,-100.5270049319718,52208.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.5270049,36.4066973]}"
2015_1382,6.0,24.0,61,-99.93438633903816,49668.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9343863,36.2053848]}"
2015_615,5.0,24.0,24,-100.09500511183872,21976.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.0950051,36.5508769]}"
2015_237,5.0,24.0,24,-100.11036630319717,8131.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.1103663,36.8648381]}"
2015_982,9.0,24.0,24,-99.72606702465083,35005.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.726067,36.5842942]}"
2015_1421,10.0,24.0,24,-99.61126233134036,51007.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6112623,36.7953084]}"
2015_33,9.0,24.0,24,-99.7077413928548,1280.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7077414,36.767281]}"
2015_991,10.0,24.0,24,-99.66246630253517,35314.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6624663,36.8823552]}"
2015_1690,10.0,24.0,24,-99.49834410012653,60186.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4983441,36.8214494]}"
2015_1669,8.0,24.0,61,-99.45468597731832,59451.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.454686,36.8987944]}"
2015_1471,10.0,24.0,24,-99.2035170238785,53071.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.203517,36.668107]}"
2015_1871,9.0,24.0,24,-99.47516756579626,67375.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4751676,36.617442]}"
2015_1919,10.0,24.0,24,-99.29999608539295,69214.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2999961,36.5840247]}"
2015_1310,10.0,24.0,24,-99.20540348597515,46939.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2054035,36.4662556]}"
2015_205,9.0,24.0,24,-99.19758814300332,6687.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1975881,36.3703155]}"
2015_1842,8.0,24.0,24,-99.31293182548427,66062.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3129318,36.2684465]}"
2015_1240,5.0,24.0,61,-99.87024662775201,44698.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.8702466,36.1574148]}"
2015_42,10.0,24.0,24,-99.27816702398884,1455.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.278167,36.2126612]}"
2015_965,7.0,24.0,24,-99.36521377502002,34653.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3652138,35.6685516]}"
2015_944,6.0,24.0,61,-100.01307875792702,34034.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.0130788,35.8407586]}"
2015_947,5.0,24.0,24,-99.99313615861956,34105.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9931362,35.8111142]}"
2015_215,8.0,24.0,24,-99.9971785773981,7313.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9971786,35.8051853]}"
2015_65,8.0,24.0,24,-99.95729337878319,2242.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9572934,36.1574148]}"
2015_271,10.0,24.0,24,-100.46636865029373,9334.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.4663687,35.721642]}"
2015_1393,8.0,24.0,61,-100.48658074418643,50021.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.4865807,34.7379868]}"
2015_1967,6.0,24.0,24,-100.4450785780601,71058.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.4450786,34.526703]}"
2015_1353,5.0,24.0,4,-100.29038868613472,48686.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.2903887,34.1437512]}"
2015_1436,7.0,24.0,61,-100.37150655629071,51783.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.3715066,34.2943987]}"
2015_1782,5.0,24.0,4,-100.28796323486759,63899.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.2879632,34.3671622]}"
2015_1112,8.0,24.0,2,-100.24187966079226,39274.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.2418797,34.3849489]}"
2015_523,5.0,2.0,24,-99.96268327048791,18715.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9626833,34.2914343]}"
2015_1300,5.0,2.0,2,-100.0715590829232,46771.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.0715591,34.3361704]}"
2015_203,6.0,24.0,2,-100.003915942029,6668.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.0039159,34.4057]}"
2015_971,9.0,24.0,24,-99.95378994917513,34769.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9537899,34.428068]}"
2015_1574,10.0,24.0,24,-99.9039334509065,56395.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9039335,34.5275115]}"
2015_116,5.0,24.0,2,-100.02439753050693,4098.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.0243975,34.5951547]}"
2015_448,9.0,24.0,24,-100.02951792762642,16129.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.0295179,34.4563649]}"
2015_1085,5.0,24.0,24,-100.13731576172076,38619.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.1373158,34.4493581]}"
2015_1203,9.0,24.0,24,-100.2526594442017,43354.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-100.2526594,34.7740991]}"
2015_1623,8.0,24.0,24,-99.84949554468885,57759.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.8494955,34.6962151]}"
2015_1254,10.0,24.0,24,-99.80287298144306,45262.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.802873,34.6768115]}"
2015_1044,8.0,24.0,24,-99.69911756612724,37153.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6991176,34.7889213]}"
2015_279,8.0,24.0,24,-99.66920366716607,9614.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6692037,34.7813754]}"
2015_1717,10.0,24.0,24,-99.56383128433885,60965.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5638313,34.7086119]}"
2015_1007,7.0,24.0,2,-99.63524734942635,35803.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6352473,34.6590249]}"
2015_1364,10.0,24.0,24,-99.64818308951767,48962.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6481831,34.6870523]}"
2015_1488,6.0,24.0,24,-99.64198471405724,53622.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6419847,34.7018745]}"
2015_283,5.0,24.0,24,-99.70342947949102,10000.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7034295,34.5641628]}"
2015_376,10.0,24.0,24,-99.58566034574295,13322.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5856603,34.6204871]}"
2015_1654,9.0,24.0,24,-99.56517875726503,58805.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5651788,34.5927292]}"
2015_183,9.0,24.0,24,-99.5635617897536,6093.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5635618,34.5385608]}"
2015_379,5.0,24.0,24,-99.70801088744003,13349.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7080109,34.5601204]}"
2015_257,5.0,24.0,2,-99.6875292989621,8733.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6875293,34.4997536]}"
2015_562,9.0,24.0,24,-99.9001605267132,19864.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.9001605,34.3765945]}"
2015_320,10.0,24.0,24,-99.73469085137837,11347.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7346909,34.3986931]}"
2015_1096,8.0,24.0,24,-99.76972514745904,38889.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7697251,34.4216001]}"
2015_908,10.0,24.0,24,-99.75921485863485,33080.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7592149,34.2415778]}"
2015_672,10.0,24.0,24,-99.8009865193464,23911.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.8009865,34.2466982]}"
2015_1601,10.0,24.0,24,-99.74978254815159,57042.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7497825,34.2555915]}"
2015_1419,7.0,24.0,152,-99.64306269239819,50975.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6430627,34.2607119]}"
2015_143,8.0,24.0,24,-99.63848128444918,4866.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.6384813,34.2423862]}"
2015_267,8.0,24.0,24,-99.70531594158767,9195.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7053159,34.2299895]}"
2015_1147,8.0,24.0,24,-99.59185872120338,40924.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5918587,34.280924]}"
2015_1202,5.0,24.0,121,-99.57326359482211,43353.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5732636,34.2806545]}"
2015_1288,8.0,24.0,24,-99.47355059828483,46086.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4735506,34.427529]}"
2015_1703,9.0,24.0,24,-99.42315511084573,60602.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4231551,34.4973281]}"
2015_1114,6.0,24.0,2,-99.46142334194923,39367.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4614233,34.3218871]}"
2015_1932,7.0,24.0,24,-99.52744951533201,69714.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5274495,34.2970936]}"
2015_1280,9.0,24.0,24,-99.45953687985258,45984.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4595369,34.2952072]}"
2015_1843,8.0,24.0,24,-99.48567785462045,66160.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4856779,34.2669102]}"
2015_824,9.0,24.0,24,-99.51181882938833,29363.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5118188,34.1793245]}"
2015_1024,10.0,24.0,24,-99.43393489425516,36371.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4339349,34.1639633]}"
2015_1286,7.0,24.0,24,-99.34446269195686,46084.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3444627,34.2857749]}"
2015_1086,9.0,24.0,24,-99.28220944276738,38633.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2822094,34.2132808]}"
2015_1531,8.0,24.0,24,-99.27870601315931,55122.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.278706,34.2423862]}"
2015_1207,7.0,24.0,24,-99.22858002030544,43422.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.22858,34.2165148]}"
2015_339,9.0,24.0,24,-99.27735854023314,11899.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2773585,34.3682402]}"
2015_1241,9.0,24.0,176,-99.26307532721563,44709.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2630753,34.3531485]}"
2015_1529,6.0,24.0,2,-99.32505908181987,54963.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3250591,34.3817149]}"
2015_462,10.0,24.0,24,-99.3342218977179,16600.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3342219,34.4733431]}"
2015_1414,10.0,24.0,24,-99.27493308896601,50772.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2749331,34.4714566]}"
2015_1935,7.0,24.0,2,-99.19112027295766,69798.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1911203,34.5601204]}"
2015_179,9.0,24.0,24,-99.23316142825445,6007.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2331614,34.6447417]}"
2015_1116,5.0,24.0,24,-99.26038038136328,39443.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2603804,34.6401602]}"
2015_1963,10.0,24.0,24,-99.30808092295003,70798.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3080809,34.5797935]}"
2015_1685,10.0,24.0,24,-99.46492677155729,60058.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4649268,34.52832]}"
2015_20,9.0,24.0,24,-99.44201973181224,870.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4420197,34.6439332]}"
2015_1890,10.0,24.0,24,-99.46492677155729,68308.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4649268,34.8072469]}"
2015_628,10.0,24.0,24,-99.4010565548564,22371.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.4010566,34.828537]}"
2015_1791,10.0,24.0,24,-99.29730113954058,64333.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2973011,34.7061864]}"
2015_1370,10.0,24.0,24,-99.19031178920196,49380.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1903118,34.8870173]}"
2015_1642,6.0,24.0,24,-99.19866612134426,58346.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1986661,34.9398382]}"
2015_1683,5.0,24.0,4,-99.32883200601319,60027.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.328832,34.9902337]}"
2015_1737,5.0,24.0,24,-99.20432550763421,62050.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2043255,35.0376648]}"
2015_1665,10.0,24.0,24,-99.27655005647742,59205.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2765501,35.0678482]}"
2015_1165,8.0,24.0,24,-99.21187135602082,41398.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2118714,35.198014]}"
2015_1404,10.0,24.0,24,-99.25067857629479,50370.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2506786,35.2050209]}"
2015_1660,10.0,24.0,24,-99.26900420809082,59009.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2690042,35.1910072]}"
2015_1518,9.0,24.0,24,-99.29622316119965,54583.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2962232,35.12552]}"
2015_277,6.0,24.0,24,-99.31185384714333,9572.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3118538,35.1982835]}"
2015_1565,9.0,24.0,24,-99.29460619368822,56200.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2946062,35.0902162]}"
2015_1779,10.0,24.0,24,-99.32613706016082,63883.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3261371,35.0726991]}"
2015_110,7.0,24.0,2,-99.53068345035484,3725.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5306835,35.0549124]}"
2015_1311,9.0,24.0,24,-99.51586124816687,46993.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5158612,34.9285195]}"
2015_1339,10.0,24.0,24,-99.54820059839517,48187.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.5482006,34.9948151]}"
2015_702,8.0,24.0,24,-99.87644500321244,24845.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.876445,34.8969886]}"
2015_1179,8.0,24.0,24,-99.75544193444154,42116.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7554419,34.9710996]}"
2015_1306,10.0,24.0,24,-99.73442135679315,46885.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7344214,35.0422462]}"
2015_582,8.0,24.0,24,-99.7144787574857,20863.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7144788,35.1629797]}"
2015_723,8.0,24.0,24,-99.72391106796894,25850.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7239111,35.3386902]}"
2015_146,8.0,24.0,27,-99.72903146508843,4961.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.7290315,35.4284319]}"
2015_520,8.0,24.0,24,-99.30673345002384,18589.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3067335,35.2381687]}"
2015_281,6.0,24.0,24,-99.22992749323163,9960.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2299275,35.2823658]}"
2015_1466,5.0,24.0,24,-99.21618326938459,52943.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.2161833,35.2950321]}"
2015_1969,7.0,24.0,24,-99.22804103113496,71226.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.228041,35.3712991]}"
2015_575,7.0,24.0,24,-99.32074716845611,20467.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3207472,35.399596]}"
2015_680,10.0,24.0,24,-99.31643525509233,24025.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.3164353,35.4675086]}"
2015_1655,8.0,24.0,24,-99.11485330533591,58861.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1148533,35.5205991]}"
2015_1368,6.0,24.0,24,-99.10461251109695,49132.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1046125,35.3532429]}"
2015_1711,9.0,24.0,24,-99.13183146420577,60784.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.1318315,35.2901812]}"
2015_293,10.0,24.0,24,-99.04424572400411,10424.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-99.0442457,35.2670047]}"
2015_918,10.0,24.0,24,-98.9456107058078,33448.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.9456107,35.4068723]}"
2015_204,10.0,24.0,24,-98.99007731237171,6671.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.9900773,35.3157832]}"
2015_1594,8.0,24.0,24,-98.84320276341816,56835.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.8432028,35.3451581]}"
2015_1946,10.0,24.0,24,-98.69821467656128,70165.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6982147,35.4359778]}"
2015_564,6.0,24.0,24,-98.68447045271425,19894.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6844705,35.5426976]}"
2015_1342,6.0,24.0,24,-98.69659770904987,48306.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6965977,35.5761149]}"
2015_122,7.0,24.0,24,-98.64485474868458,4249.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6448547,35.5992915]}"
2015_1811,10.0,24.0,24,-98.61008994718915,65022.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6100899,35.6060288]}"
2015_217,10.0,24.0,24,-98.56481485686953,7467.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.5648149,35.596327]}"
2015_1154,9.0,24.0,24,-98.53112803371505,41147.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.531128,35.5020039]}"
2015_877,10.0,24.0,24,-98.6435072757584,32159.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6435073,35.4839478]}"
2015_682,10.0,24.0,24,-98.6367699111275,24041.0,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-98.6367699,35.3632142]}"
